pl_name,hostname,ra,dec,planet_mass_earth,planet_radius_earth,orbital_period_days,equilibrium_temp_k,discoverymethod,disc_year,stellar_type,distance_parsecs
Kepler-1182 b,Kepler-1182,296.308,43.821,6.390,2.410,11.17,796,Transit,2016,,1545.39
Kepler-843 b,Kepler-843,296.322,48.971,7.220,2.590,2.05,1523,Transit,2016,,1165.66
Kepler-1037 b,Kepler-1037,296.341,47.171,2.180,1.280,1.06,1650,Transit,2016,,446.91
Kepler-1927 b,Kepler-1927,296.355,41.336,11.500,3.406,73.75,677,Transit,2021,,1091.00
KOI-55 b,KOI-55,296.356,41.093,0.440,0.759,0.24,,Orbital Brightness Modulation,2011,B,1231.02
KOI-55 c,KOI-55,296.356,41.093,0.655,0.867,0.34,,Orbital Brightness Modulation,2011,B,1231.02
Kepler-58 b,Kepler-58,296.359,39.115,35.500,2.780,10.22,920,Transit,2012,,969.25
Kepler-58 c,Kepler-58,296.359,39.115,53.000,2.860,15.57,799,Transit,2012,,969.25
Kepler-58 d,Kepler-58,296.359,39.115,8.960,2.940,40.10,583,Transit,2014,,969.25
Kepler-58 e,Kepler-58,296.359,39.115,3.220,1.610,4.46,1212,Transit,2023,,969.25
Kepler-1641 b,Kepler-1641,296.359,41.575,9.850,3.110,19.67,908,Transit,2016,,860.37
Kepler-1641 c,Kepler-1641,296.359,41.575,9.010,2.950,32.66,767,Transit,2016,,860.37
Kepler-233 b,Kepler-233,296.367,51.319,6.480,2.430,8.47,751,Transit,2014,,856.42
Kepler-233 c,Kepler-233,296.367,51.319,7.800,2.710,60.42,390,Transit,2014,,856.42
Kepler-1226 b,Kepler-1226,296.377,50.621,2.700,1.450,17.29,809,Transit,2016,,1125.72
Kepler-590 b,Kepler-590,296.386,48.233,15.200,4.020,5.85,1056,Transit,2016,,1421.81
Kepler-1289 b,Kepler-1289,296.389,41.041,2.920,1.520,7.99,1113,Transit,2016,,1053.57
Kepler-731 b,Kepler-731,296.393,45.569,,13.880,3.86,1212,Transit,2016,,1257.16
Kepler-1462 b,Kepler-1462,296.398,42.397,14.000,3.820,65.65,390,Transit,2016,,1017.82
Kepler-873 b,Kepler-873,296.403,51.271,13.500,3.750,20.55,749,Transit,2016,,1182.22
Kepler-1935 b,Kepler-1935,296.404,39.723,6.820,2.503,3.95,1083,Transit,2021,,904.70
Kepler-554 b,Kepler-554,296.407,51.358,17.000,4.290,1.90,1346,Transit,2016,,690.53
Kepler-534 b,Kepler-534,296.419,49.540,5.650,2.240,15.96,721,Transit,2016,,570.66
Kepler-534 c,Kepler-534,296.419,49.540,2.020,1.227,7.38,933,Transit,2021,,570.66
HIP 97233 b,HIP 97233,296.422,-0.697,6098.174,12.100,1062.27,,Radial Velocity,2014,K0/1 III,102.28
Kepler-34 b,Kepler-34,296.436,44.642,69.920,8.564,288.82,,Transit,2011,,1800.82
Kepler-1857 b,Kepler-1857,296.456,39.599,4.500,1.961,8.94,946,Transit,2021,,853.28
Kepler-1653 b,Kepler-1653,296.458,41.266,5.350,2.170,140.25,284,Transit,2017,,755.00
Kepler-1080 b,Kepler-1080,296.464,49.183,10.800,3.280,77.26,548,Transit,2016,,1382.82
Kepler-136 b,Kepler-136,296.467,42.599,19.800,2.050,11.58,951,Transit,2014,,420.82
Kepler-136 c,Kepler-136,296.467,42.599,4.620,1.990,16.40,847,Transit,2014,,420.82
Kepler-51 b,Kepler-51,296.480,49.938,2.100,7.100,45.15,543,Transit,2012,,783.83
Kepler-51 c,Kepler-51,296.480,49.938,4.000,9.000,85.31,439,Transit,2012,,783.83
Kepler-51 d,Kepler-51,296.480,49.938,7.600,9.700,130.19,381,Transit,2014,,783.83
Kepler-51 e,Kepler-51,296.480,49.938,5.400,2.180,264.28,,Transit Timing Variations,2024,,783.83
Kepler-246 b,Kepler-246,296.483,42.663,6.080,2.340,4.60,896,Transit,2014,,626.08
Kepler-246 c,Kepler-246,296.483,42.663,2.860,1.500,11.19,667,Transit,2014,,626.08
Kepler-744 b,Kepler-744,296.496,47.183,3.260,1.620,12.06,750,Transit,2016,,449.96
Kepler-193 b,Kepler-193,296.499,46.577,6.300,2.390,11.39,979,Transit,2014,,1009.10
Kepler-193 c,Kepler-193,296.499,46.577,8.000,2.750,50.70,595,Transit,2014,,1009.10
Kepler-1626 b,Kepler-1626,296.500,40.721,4.740,2.020,4.14,1352,Transit,2016,,1368.83
Kepler-1944 b,Kepler-1944,296.511,39.173,8.050,2.760,9.84,801,Transit,2021,,1076.48
Kepler-1611 b,Kepler-1611,296.512,49.728,0.457,0.810,5.18,1243,Transit,2016,,908.44
Kepler-1591 b,Kepler-1591,296.517,44.609,2.150,1.270,8.19,892,Transit,2016,,1419.58
Kepler-472 b,Kepler-472,296.525,39.250,10.500,3.220,4.18,876,Transit,2016,,306.60
Kepler-1008 b,Kepler-1008,296.548,44.942,2.180,1.280,12.44,627,Transit,2016,,282.57
Kepler-1232 b,Kepler-1232,296.550,49.102,4.380,1.930,26.78,523,Transit,2016,,632.87
Kepler-1228 b,Kepler-1228,296.553,46.966,2.990,1.540,0.58,1757,Transit,2016,,515.45
Kepler-1819 b,Kepler-1819,296.560,46.857,14.500,3.904,16.49,760,Transit,2021,,1363.19
Kepler-251 b,Kepler-251,296.566,44.106,2.330,1.330,4.79,990,Transit,2014,,924.63
Kepler-251 c,Kepler-251,296.566,44.106,8.100,2.770,16.51,655,Transit,2014,,924.63
Kepler-251 d,Kepler-251,296.566,44.106,8.100,2.770,30.13,536,Transit,2014,,924.63
Kepler-251 e,Kepler-251,296.566,44.106,8.100,2.770,99.64,360,Transit,2014,,924.63
Kepler-535 b,Kepler-535,296.567,49.696,6.170,2.360,4.90,1247,Transit,2016,,685.60
Kepler-1963 b,Kepler-1963,296.588,47.207,0.337,0.744,1.96,1448,Transit,2021,,492.85
Kepler-1847 b,Kepler-1847,296.601,44.325,7.970,2.745,11.13,843,Transit,2021,,1693.86
Kepler-1200 b,Kepler-1200,296.603,44.129,1.200,1.060,1.12,1174,Transit,2016,,588.72
Kepler-810 b,Kepler-810,296.615,48.083,4.380,1.930,4.60,1105,Transit,2016,,1458.59
Kepler-1910 b,Kepler-1910,296.617,41.281,1.780,1.184,5.69,645,Transit,2021,,
Kepler-1941 b,Kepler-1941,296.627,49.354,7.510,2.650,31.34,666,Transit,2021,,1494.39
Kepler-559 b,Kepler-559,296.637,43.803,12.700,3.610,17.59,706,Transit,2016,,776.71
Kepler-221 b,Kepler-221,296.655,46.835,3.570,1.710,2.80,1090,Transit,2014,,385.23
Kepler-221 c,Kepler-221,296.655,46.835,15.100,2.930,5.69,860,Transit,2014,,385.23
Kepler-221 d,Kepler-221,296.655,46.835,7.900,2.730,10.04,712,Transit,2014,,385.23
Kepler-221 e,Kepler-221,296.655,46.835,7.410,2.630,18.37,582,Transit,2014,,385.23
Kepler-1722 b,Kepler-1722,296.663,41.261,8.580,2.867,9.18,753,Transit,2021,,772.28
Kepler-1519 b,Kepler-1519,296.668,49.462,39.600,7.060,240.80,342,Transit,2016,,1441.63
Kepler-757 b,Kepler-757,296.680,41.387,2.420,1.360,1.02,1734,Transit,2016,,1068.68
HATS-35 b,HATS-35,296.688,-63.566,388.388,16.410,1.82,2037,Transit,2016,,514.56
Kepler-1729 b,Kepler-1729,296.694,42.626,14.400,3.894,4.22,595,Transit,2021,,576.18
Kepler-1681 b,Kepler-1681,296.697,46.372,7.050,2.553,69.90,442,Transit,2020,,758.30
Kepler-1824 b,Kepler-1824,296.707,41.204,6.260,2.381,95.61,421,Transit,2021,,1040.10
Kepler-1820 b,Kepler-1820,296.713,48.272,9.900,3.119,31.03,561,Transit,2021,,1425.39
Kepler-1150 b,Kepler-1150,296.724,49.533,1.040,1.020,2.79,1432,Transit,2016,,358.52
HD 187123 b,HD 187123,296.743,34.419,166.218,14.200,3.10,,Radial Velocity,1998,G3 V,45.96
HD 187123 c,HD 187123,296.743,34.419,632.460,13.400,3810.00,,Radial Velocity,2008,G3 V,45.96
Kepler-1884 b,Kepler-1884,296.746,43.045,3.950,1.814,8.99,864,Transit,2021,,1443.09
Kepler-963 b,Kepler-963,296.753,45.041,7.560,2.660,9.98,802,Transit,2016,G,771.49
Kepler-963 c,Kepler-963,296.753,45.041,0.156,0.600,0.92,,Transit,2024,G,771.49
Kepler-1862 b,Kepler-1862,296.753,49.378,5.490,2.203,16.06,645,Transit,2021,,1232.19
Kepler-998 b,Kepler-998,296.754,49.209,5.990,2.320,5.65,1020,Transit,2016,,986.36
Kepler-1046 b,Kepler-1046,296.756,46.998,3.570,1.710,14.38,786,Transit,2016,,721.53
Kepler-171 b,Kepler-171,296.772,41.756,6.080,2.340,4.17,1053,Transit,2014,,863.86
Kepler-171 c,Kepler-171,296.772,41.756,7.080,2.560,11.46,752,Transit,2014,,863.86
Kepler-171 d,Kepler-171,296.772,41.756,4.230,1.890,39.60,497,Transit,2014,,863.86
Kepler-1875 b,Kepler-1875,296.773,50.188,10.500,3.227,34.46,559,Transit,2021,,1660.45
Kepler-361 b,Kepler-361,296.803,46.741,2.700,1.450,8.49,1060,Transit,2014,,930.32
Kepler-361 c,Kepler-361,296.803,46.741,6.900,2.520,55.19,568,Transit,2014,,930.32
Kepler-1720 b,Kepler-1720,296.809,47.172,10.400,3.216,12.71,697,Transit,2021,,629.45
Kepler-40 b,Kepler-40,296.814,47.527,699.200,13.110,6.87,1620,Transit,2010,F5 IV,2305.01
Kepler-482 b,Kepler-482,296.823,48.108,6.170,2.360,56.35,352,Transit,2016,,313.07
Kepler-1708 b,Kepler-1708,296.824,43.625,1462.011,9.960,737.11,,Transit,2021,,1666.69
Kepler-6 b,Kepler-6,296.837,48.240,212.310,14.617,3.24,1460,Transit,2009,,587.04
Kepler-564 b,Kepler-564,296.838,46.626,19.400,4.630,3.75,1129,Transit,2016,,863.04
Kepler-1755 b,Kepler-1755,296.846,40.139,29.400,5.917,24.81,631,Transit,2021,,982.38
Kepler-1816 b,Kepler-1816,296.851,50.699,4.530,1.968,91.50,310,Transit,2021,,437.82
Kepler-366 b,Kepler-366,296.852,49.084,2.730,1.460,3.28,1326,Transit,2014,,1856.28
Kepler-366 c,Kepler-366,296.852,49.084,3.860,1.790,12.52,848,Transit,2014,,1856.28
